text,sentiment,,,,,,
I still miss him... And i dont think he`s coming back,negative,,,,,,
" dude, was that you in the new Star Trek Burger King commercial? Bud Light AND Burger King? So proud of u man.",positive,,,,,,
"MAD AS HELL! SOMEONE STOLE MY PINK & BLACK LEAPORD PRINT PUMPS I WANTED TO WEAR TODAY  BUT TO GOD BE THE GLORY, HE`LL BLESS ME ABUNDANTLY",negative,,,,,,
 you didnt include Taylor in the 'Follow Friday',neutral,,,,,,
I got the new Silverstein CD. aha. Its AMAZING.  I highly recomend it.,positive,,,,,,
chris came over for exactly one hour  i moped around after he left and ended up falling asleep.,neutral,,,,,,
i`m a bum today,neutral,,,,,,
went to the cd store to search for the cd. But,neutral,,,,,,
" A big welcome to Twitterlandz grrl! Really wish I could have made it to the Bettie show,  glad to hear it was a success",positive,,,,,,
<----------- is listening the **** out of Lamb of God,neutral,,,,,,
Spilled chocolate milk in my car,negative,,,,,,
" my hubby.  promised job promotion so we didn`t move, signed a new lease n they withdrew the promotion...",neutral,,,,,,
 plus I just deposited tax return cheque but for first time in 7+ years it didn`t clear immediately,negative,,,,,,
LOVE getting gifts in the mail from my very wonderful friends back home!! How I miss Myrtle Beach so much... A little homesick today,neutral,,,,,,
tomorrow is going to be sooo awkward & embarassing. lights & sounds last night was awesome,neutral,,,,,,
"Still feeling weird about my ex and her engagement.  My mom made things worse.  I don`t even want her, but it`s still odd",negative,,,,,,
"a band from Hawaii with a Sublime sound, so all you sublime haters can just move along  ? http://blip.fm/~5yy4n",neutral,,,,,,
Hockey was so fukinï¿½ good  **** you hole! xD,neutral,,,,,,
 Shop smart.  Shop S Mart.,positive,,,,,,
" yes, that`s what I meant... I don`t have anything to turn it into Hirigana, though.",neutral,,,,,,
 That is INCREDIBLY sweet!!!! What a good Hubby...,positive,,,,,,
 caught tweets on it and got home in time for the last 5 mins of the ITV2 show!! #bgt Out tonight too so will miss it again,negative,,,,,,
off to lunch with all the people from aikido,neutral,,,,,,
 Too bad I can`t come!  Enjoy urself tho.,neutral,,,,,,
Watching ET today!  <3 Supposed to have a clip from New Moon  Hating Drag Me To Hell,neutral,,,,,,
Oh my god. I literally drove in rain that was so hard that i couldn`t see in front of me. I`m shaking,negative,,,,,,
 me to mi sausage,neutral,,,,,,
"got a sniffle, got the kids and hubby just left to work in Sydney for the weekend, boo hoo",neutral,,,,,,
" house probably resembling your kind of heaven no?  maybe Ciaran`s angels have moved in with you, hence inability to locate!",neutral,,,,,,
 Good to hear... several of my peeps are working tonight...,positive,,,,,,
 I hope so too.  How are you?,positive,,,,,,
"Actually, I think I`ll be more upset if I lost my data for Cake Mania 3. I was pretty far into the game",neutral,,,,,,
Boo....Up DLP is sold out for 8:30,neutral,,,,,,
"Just saw Star Trek! It was AMAZING! Seriously, so good. The entire cast was excellent, Spock and Kirk especially.  I want to see it again.",positive,,,,,,
 aww  but we miss you here in the USA.,negative,,,,,,
Its seriously quiet and lonely here without Bunny,negative,,,,,,
ROTC brought a climbing wall to work for coworkers to try and climb if they wanted.  I forgot my climbing shoes at home today.,neutral,,,,,,
OK. break over. Back to the books. Have fun lovelies!  ? http://blip.fm/~5z8da,positive,,,,,,
Downing a glass of ginger ale and then relishing an early evening in bed with 'Because I Said So' on Lifetime.,neutral,,,,,,
Watching fireworks off the Bay bridge.,neutral,,,,,,
_x Yepp.  Do you Like Dylan or Cole Better?,neutral,,,,,,
still freakin out about missing the game!!!  #jonasnewsongs,negative,,,,,,
" yeah, its still totally in the high 60s here. soooo notlooking forward to aug and sept up here",neutral,,,,,,
Dang  I left my Rolando`s dinner leftovers at home! I knew I should have put them in the shop fridge last night before we left downtown!,neutral,,,,,,
 no worries,positive,,,,,,
So sad I`m going to miss seeing Pennywise again this year,negative,,,,,,
 haha. Thanks Shannon.  3 out of 5 boats got first.,positive,,,,,,
 if you`re watching this...I love you.' I almost died. But now...SHE MEANS NOTHING!,neutral,,,,,,
woke up an hour early just to study for        a test,neutral,,,,,,
 They open at 9 a.m.   And I hope to be there shortly after that.   No guarantees for me though!,neutral,,,,,,
"Is at work....  boo!  The Pin-Ups will be playing at Uncommon Ground Wednesday night at 9 p.m.! (1401 W. Devon Ave., Chicago 60660",neutral,,,,,,
has just got out the shower,neutral,,,,,,
he`s back! meeting him in 40 mins,neutral,,,,,,
 Even IE8 would be better,positive,,,,,,
" It is, Pinkwind is a thing from Vanessa`s dad. And My sister made me that SN in the 4th grade",neutral,,,,,,
I cant change my profile picture on Facebook,neutral,,,,,,
 she lookd soo freaked out!!poor wee thing,negative,,,,,,
omgoodness FINALLY back from dinner with the fam bam!,positive,,,,,,
was just about to try and  dl the sims 3 but realize my pc don`t meet the standard requirements  i need new pc lol!!!,neutral,,,,,,
"is happy  and clean, squeaky clean",positive,,,,,,
Don`t Chase Me - Shea Fisher download it,neutral,,,,,,
"Hmm...Whilst, walking through the city I received an inviataion into an SUV Limo via some prom fellows... Don`t they have dates? Oh boys!",neutral,,,,,,
"sickkk, it`s been two days since summer started and it suck already!",negative,,,,,,
At an 80``S retro prom wishing HE was here to dance with!  I`m gonna miss his great dancing 2nite  but still having a blast & a few drinks,neutral,,,,,,
why i chose iphone   http://tr.im/kpaE,neutral,,,,,,
i got in a fight with ryan. now hes like crying and im just dead inside. sigggh,negative,,,,,,
Adams morgannnn for jumbo slice,neutral,,,,,,
_Bloody_Poet What`s the matter?,neutral,,,,,,
 has a name label on his picture too.. i just hadnt added it in when i took this: http://www.twitpic.com/4hap4 picture..,neutral,,,,,,
  still need to see that movie ! I am all about vampires,neutral,,,,,,
Have a happy Friday and weekend everyone .. TGIF for me is nothing,positive,,,,,,
" Yeah, I`ve seen that before, funny   *Hey honey, Jill just sent me a **** in a box*",neutral,,,,,,
 - JT on SNL tonight.,neutral,,,,,,
Studio Ghibli for this year; Ponyo! http://bit.ly/whar8 as always it seems to be perfect  we`ll be waiting till august for it,positive,,,,,,
is going to sleep. Tomorrow Exam Review,neutral,,,,,,
"Brian (cat) still hasn`t shown up...I feel sad and sick, I`m afraid he`s been eaten by something.    It doesn`t look  good",negative,,,,,,
Missing Nate more than usual tonight,negative,,,,,,
anyone got an FFE account? if so.. add me,neutral,,,,,,
" I`ll be one of your 'groovy guys' any time, shortie short  #photofollows",neutral,,,,,,
Birthday tomorrow. Doing jack **** all weekend,negative,,,,,,
How Come I Can Never Sleep Past?? Not Good,negative,,,,,,
Just snuck out my window.. Now im laying on my roof looking at the stars. Its a nice night out tonight.,positive,,,,,,
"I just downloaded a ton of stunning, BEAUTIFUL wallpapers from www.interfacelift.com - go have a look.",positive,,,,,,
this one goes out to Jimmy Fallon and Justin Timberlake...doin` their Gibb Bros show on SNL  ? http://blip.fm/~5z1vd,neutral,,,,,,
"to be really really... not bored but bad, i won`t know the news  but thats ok. BRB x",neutral,,,,,,
cannot relaxing because she have to practice for her graduation,neutral,,,,,,
"'Patchouli oil & incense had a surge in popularity in the 1960s & 1970s, mostly among devotees of the free love & hippie lifestyles.'",positive,,,,,,
hi  godd day eweryone im in a reel good mood to day,positive,,,,,,
"Whoo, BGT!! I really must multi-task and do my Art work at the same time though, back at College on Monday!!",neutral,,,,,,
"_ According to Mick Jagger, Hindu Ragas are more sfs sort of music",neutral,,,,,,
 It takes a big man to type a sad tweet like that!,negative,,,,,,
 better than throwing them out,neutral,,,,,,
 I was going to but I`m stuck with it as I seem to have misplaced my remote  It`s extra bad tonight as well :|,negative,,,,,,
 Big Thanks Melody!  Gotta love that sunshine-lots of vit D,positive,,,,,,
i got baby g wach its zi same as the 1 lady gaga wears in eh eh film clip but in pink!! I LOVE YOU KAY thanks a heap  i win olivia,positive,,,,,,
Hey! Let`s Follow each other! Wouldn`t that just be awesome!?,positive,,,,,,
" loving the shoes perez, looking fine as always  oh,and lady gaga, what can I say. Outstanding!",positive,,,,,,
"this evening,picking up n`pop and go for dinner at Ta Lum Tum Tum (som-tum),Major Avenue..decided to go home(not clubing tonite)..",neutral,,,,,,
Paper writing til my heart`s content,neutral,,,,,,
 awww such a sweetie. hope your mom has a wonderful mother`s day too,positive,,,,,,
 yeah dude. Mike is out,neutral,,,,,,
 It`s a great movie - My best is the Welsh flatmate,positive,,,,,,
" I got a headache because of all the hard work today, still not ready, with a #Heineken trying to finished up",negative,,,,,,
Rachel is going to have lunch at baixa. And has a lot of stuffs to do.... Wanna come ?,neutral,,,,,,
Just got to the gym but w/no energy,neutral,,,,,,
 Im sad i cant go. it makes me sad,negative,,,,,,
 same. Was going to try warm milk but I`m lactose intolerant  haha.,neutral,,,,,,
Is my picture showing?,neutral,,,,,,
about to take my mum out for jewellery shopping and a coffee for mothers day,neutral,,,,,,
so who is in for bring at HK lounge tomorrow ? $12 all you can drink till 5pm... then kareoke. I think it will be a nice Sunday!,positive,,,,,,
 oh ****! I completely forgot about Thirsty Thursday! oh. my. gaga. this sucks,negative,,,,,,
I wanna feel my chin,neutral,,,,,,
 i do but is just a haul vid/photo slideshow only. I only do it for fun  http://www.youtube.com/eyezaddiction,positive,,,,,,
feeling so great!,positive,,,,,,
AHHHHHHHH!I can`t get miley to notice me......,negative,,,,,,
"Coffee brewing, on this #musicmonday morning i`m #listening to the fray... Here`s to a good week",positive,,,,,,
I Wanna be @ JET in the Mirage...     Couldn`t get to Hawaii either   *****Someday***** Much Love To THE_WOCKEEZ and SuperCr3w,positive,,,,,,
Just finished yet another amazing book by Susan Elizabeth Philips!!!  God I love her books so much!!! Which one to read next??? hmmm...,positive,,,,,,
_O_C I`m seriously screwed  I haven`t studied at all!!!! :`(,negative,,,,,,
well being a retired drummer I can do my own drum roll so all you need to do is read my posts since they take a ton of time  lol,neutral,,,,,,
being new to Twitter?!?!?,neutral,,,,,,
"tired as heck, i wanna go home and sleep but i cant cause im have to be at the wash till my daddy gets off work.",negative,,,,,,
is surfin`..,neutral,,,,,,
 Did you see Star Trek? Now I can`t sleep.........too much action. Can`t wind down!!!,neutral,,,,,,
i got a freakin macbook!!!!! hoorayyy! but i freakin deleted phootbooth.,neutral,,,,,,
Ok. Over exagerrated. Twitter is not to bad.... I guess.,neutral,,,,,,
 HAPPY MOTHERS DAY!  Tell ur mom that`s she an awesome madre & such a great example to the Archuleta familia!!,positive,,,,,,
" Good morning to you, however it`s night time for me, so I am off to bed *hugs* Have a great day",positive,,,,,,
But I do know is that I am extremely happy with him and wouldn`t change him for the world and don`t want anybody else.,positive,,,,,,
Getting the FAB portraits ready to upload today,positive,,,,,,
 You have DSL? Welcome to 2009!,positive,,,,,,
Missing my mom today. We made it a 'date' every year to get our flowers together. This yr I was alone. Felt so weird,negative,,,,,,
its too hot in my room. i wanna go swimming.,negative,,,,,,
 We`ve got a pool still boxed up because I need to level a suitable patch of ground before we can set it up.,neutral,,,,,,
 http://twitpic.com/4so0u - OOO i wish i was her  he`s hot,positive,,,,,,
 I have a new found respect for you now that I know you know the Konami code!,neutral,,,,,,
 At work at the mo and it`s so sunny here today   Off to see a band tonight!!,neutral,,,,,,
 Ace @ the exams!,neutral,,,,,,
It`s sooo hot 2day!! Put a ton of sunblock on before jogging; still think my face burnt though!,negative,,,,,,
" my name is Jason, but sunshine works too.",neutral,,,,,,
 took my forum access away   fail.,negative,,,,,,
"lied last weekend when she said she wouldn`t get upset, just an FYI.",neutral,,,,,,
" hahaha! Guess you will have to reinforce your skates, haha... Remember who u r my friend, our semi-God with a gluten intolence",positive,,,,,,
 yeah i want to know what that is too!,neutral,,,,,,
the day goes on and on...i think im gonna write a song about it! still thinking itï¿½s impossible for me to get a true friend  why????,negative,,,,,,
"OMG i meant  <3 you`re the perfect Wolverine,sir  hehe",positive,,,,,,
hanging out with my babyy,neutral,,,,,,
 Not yet.... too early in the AM,neutral,,,,,,
"_tron oh god, whose tire?",neutral,,,,,,
i am the only arabic girl who`s online  every one is  a sleep ..,neutral,,,,,,
I ate Something I don`t know what it is... Why do I keep Telling things about food,neutral,,,,,,
Good morning... Iï¿½m soooo tierd,neutral,,,,,,
_n Where can I get some?,neutral,,,,,,
  just wanna be there tonight,neutral,,,,,,
It`s only 10:30 and I am going to BED! Brain can`t focus at all.. Need a fresh new start. I pray that God grants me a fresh tomorrow.,neutral,,,,,,
" very well, nothing flash - but different to chocolate 4 a change. good 2 meet U yesterday  gr8 atmosphere & discussion",positive,,,,,,
I took my antibiotics and I still feel like ****,negative,,,,,,
How can you guys lived in a city (paris)where u spend you entire life in the trafficjam...grrrr ...m` not used to it anymore,neutral,,,,,,
...Nomore adventure time,negative,,,,,,
"happy bank holiday Monday, Tweeteramas! I`ll be spending the day doing yoga and having OCD attacks. You?",positive,,,,,,
"Laura`s gone for the weekend, I miss her already!",negative,,,,,,
had nutella croissant+mango+melon+coffee and a lovely stalk of iris for breakfast in bed courtesy of N  Have the house to myself til noon,positive,,,,,,
Whuuurrrrr - glands really swollen now. Guess the weekend`s a blow out.,negative,,,,,,
All my spare time seems `twill be spent doing homework this weekend.,neutral,,,,,,
LAZZZZZZZZZZZZZZZY MONDAY !! Bank Holiday  Nicole why haven`t u direct msged me yet ?!!!,negative,,,,,,
"Yummy yum-cha for mother`s day with mum, dad, arcel and egg-pants  yuuuuuum  http://twitpic.com/4w65x",positive,,,,,,
5 things this Twitterer could do without  http://MikeFrizzi.com/blog/?p=192 SRC  / I like this guy.,positive,,,,,,
I wanna be at BEA as well!!!!   #BEA09,neutral,,,,,,
 lol -catch me if u can,neutral,,,,,,
stupid wireless!!,negative,,,,,,
" HAHAAH! Crys, you blowing the fuses is a typical move",negative,,,,,,
"spirit week! Tuesday have to be in make up by eight so I can die later. School wednesday and thursday then, finally sleep in on Friday!!",negative,,,,,,
"http://twitpic.com/66nbd - Ready for our 3D Jonas Brothers Experience. Real Brothers, not included",neutral,,,,,,
has a saw thumb from playing Virtua Tennis...,neutral,,,,,,
" We`re off.  I`m sorry. Parents coming in around 10-11, gonna eat with them, then house-hunt in Richardson. RAAAAIN CHEEECK",negative,,,,,,
Just saw a dooope bmw 6 series parked with the top back....to bad it was raining,negative,,,,,,
Laundry time and LOTS of it!,neutral,,,,,,
" ha ha, no, will be thankful i am not dragging them up a mountain today",positive,,,,,,
"Had a great time with mpix shootout, just great  thanks mpix...",positive,,,,,,
"Weather is lovely, I`m headed home via supermarket. Planning to spend some quality time knitting tonight.",positive,,,,,,
sad ending to the softball season.,negative,,,,,,
Women in Science & Technology conference in La Jolla - what an interesting day!  Met some really great people!,positive,,,,,,
_ Well their not gonna fit her in with this big long advertisement,neutral,,,,,,
Musem equaled FAIL!!!!! hall of **** life was closed cause of construction,negative,,,,,,
Just joined a twibe. Visit http://twibes.com/spinning to join -- not a spinner myself but do KNOW and RESPECT spinners   ...need coffee,positive,,,,,,
http://twitpic.com/66ymw I`m gonna miss these guys so much  Thanks for making the 5 years at senior school amazing!,positive,,,,,,
@_Freya Good Night,positive,,,,,,
"If this rain doesnt go away, I`m staying in bed all week til Mommy gets here",neutral,,,,,,
. very much enjoyed your 'whats in a name' article,positive,,,,,,
 yeahh,neutral,,,,,,
4 hours till Mothers Day Party  Yeah!,positive,,,,,,
 arrr bummer  who do you want to win?,neutral,,,,,,
eating my roommate`s cereal. sorry bro,negative,,,,,,
 Good news about the tooth!,positive,,,,,,
" Yeah, I`m behind on my classic cinema calendar-making. I haven`t had time to go see any anyway.",negative,,,,,,
Aww the little girl on Britain`s Got Talent!  I actually love Ant n Dec!  Oh an` Simon Cowell. ;),positive,,,,,,
is done with classes for her freshman year.,neutral,,,,,,
 it was amazing but due to time constraints could only visit the meadows and pine forest. Shall post images later.,positive,,,,,,
  http://twitter.com/friends?page=20 press previous on that page.,neutral,,,,,,
 What`s wrong with Dr.Phil? I shamefully loved his show when I was able to watch it.,neutral,,,,,,
LOVE ME LOVE ME SAY THAT YOU LOVE ME...,positive,,,,,,
Why didn`t my favorite spotters last tweet go to my phone,neutral,,,,,,
    eeek!! Your coming!!!! Im soo excited to see you on Thursday!!,positive,,,,,,
__ Thanks. It`s SO annoying!,neutral,,,,,,
"I am tired of my phone. Walkman works like a charm, but l need better video and wap really. Thanks for yesterday and for buying my album",neutral,,,,,,
I have the biggest crush on Pink but she doesn`t know I`m alive,neutral,,,,,,
Happy Mother`s Day everyone,positive,,,,,,
"Emergency Radio for iPhone is awesome, listening to Johnson County Sheriffs live scanner stream",positive,,,,,,
 thanks so much for the belated #followfriday shout out #payingitforward,positive,,,,,,
Mommas day is may 10th! Don`t forget to do something nice for your mommyyy,positive,,,,,,
" **** brah, u not happy?",negative,,,,,,
 hah i`ma knock on wood but my PC has never crashed yet..nor my laptop  but then i`m careful with stuff so maybe that`s y,positive,,,,,,
is in history,neutral,,,,,,
 happy birthdayyy! hope you have an awesome day. didn`t see you at next last night!,positive,,,,,,
 an oprah guest if ever i saw one  http://tinyurl.com/d39x4n,neutral,,,,,,
 haha i shaved all my facial hair off except for my moustache cause i thought it would be cool! But it made me look gross,neutral,,,,,,
new Delerium`s music video (http://tr.im/kpu3). mixed by Tiesto. i guess Bill Leeb finally forgot his music`s roots,neutral,,,,,,
 We are at alexander. Just had a 3 course dinner and i am wearing someone elses red wine,neutral,,,,,,
Nice days like this make me miss Alki,neutral,,,,,,
_Fizz he`s really not into new people  I dunno em but he said he`d try,neutral,,,,,,
At the  concert! I hope  makes a guest appearance,neutral,,,,,,
 Aren`t we though? lol He`s at work now and I miss him  blah Wut cha up to?,negative,,,,,,
" I keep trying to invite  out, but I think she`s afraid of me.",negative,,,,,,
 thanks for the #followfriday as you can see us South Africans were on holiday on fri,positive,,,,,,
ahhh!!!! u know what really sucks??? i sprained my toe!! OUCH!!,negative,,,,,,
july!!!!,neutral,,,,,,
 Which denomination? I`m at the library and everything`s blocked.,negative,,,,,,
Emoticons by Christian. '  ' http://twitpic.com/66riq,neutral,,,,,,
 Good luck at the services tomorrow!! I wish I could see you guys on your vacation!,positive,,,,,,
" Hey, sorry I got off last night!",negative,,,,,,
 Yo Thomas! thanks for the follow  Social Media Director at Disney? That`s awesome! I`d like to learn more! Lets do lunch,positive,,,,,,
"Gosh I miss singer`s theater.  I miss learning music, doing acting exercises, n I ESPECIALLY miss being onstage.",negative,,,,,,
Good episode of Top Gear tonight.,positive,,,,,,
awhile ago it freaking hot! now it`s wet  turn off!,negative,,,,,,
" It`s not sad. To tweet is to twitter, not someone misspronouncing a word kto make it fit a card.  I would have tweeted it.",neutral,,,,,,
" ta babe, you know me i do love your curried",positive,,,,,,
 Nooooo!!!!! Dont You Dare! Lol =( Im Gonna Cry  I <3 Your Hair!,neutral,,,,,,
Not found: the thing I was looking for,neutral,,,,,,
 so sad i have to pay $60,negative,,,,,,
 i made a vid for you proving my skiLLs that you denied but my step dad said he`d disown me if i posted it ~   sowey,negative,,,,,,
" aww you are so helpful  we getting sweepy here, sis says we can have whipped cream before bed , i save u some",positive,,,,,,
"Perth - Ford - Falcon - 1997 - $3,500  - new ad received and will be posted on the HCC site soon",neutral,,,,,,
doneeee wheeee hahaaaaaaaa so tired and sleepy  peter u suck not coming to my bday!,negative,,,,,,
Monday morning bathing - soooo relaxing! If I was a lady of luxury I would start every day like this,positive,,,,,,
my msn crashes way too much  hmph,negative,,,,,,
"Im so angry right now .. today im not doind nothing and all my classmates yes  ,i think i will stay with my friend Mr.Computer .. hope not",negative,,,,,,
At social.  just saw G-1.. Awwww,positive,,,,,,
hey thanks for the follow  ..,positive,,,,,,
Enjoyed Star Trek... More please,positive,,,,,,
639 baby! GOD ITS SAD REALLY  oh well lifes a partaaay! xxxxxxxxxx,neutral,,,,,,
"I can`t sleep, this is so darn frustrating.",negative,,,,,,
 I don`t want to be a complete hypocrite - I attended an R-rated event while I was there - the timing was just ironic.,negative,,,,,,
Hey don`t write yourself off yet. Little girl you`re in the middle of the ride,neutral,,,,,,
 http://twitpic.com/4wptj one of my prized mags/book/annuals dunno if any others were published prolly should google it,neutral,,,,,,
I have been awarded my first ever credit card,positive,,,,,,
 tts ridiculously sweet of you,positive,,,,,,
 so sorry to hear that,negative,,,,,,
 hey that is pretty good sucking up - my daughter is exactly the same - glad to see I am not alone   Good luck mom,positive,,,,,,
 Lester?  Guessed her?  Yester-day?  You can think of something.  No cop outs now.,neutral,,,,,,
Starting the accounts for this year.,neutral,,,,,,
says Happy Mother`s Day to all the Moms out there.,positive,,,,,,
" Yay me!  But, what in particular?",neutral,,,,,,
 I have to work  but I`ll just watch it later.. even though it`s not the same.,neutral,,,,,,
" Oh, final msg - Why didn`t you review my boardgame Bookchaseï¿½ when you were on telly? We didn`t even get a nice letter..",negative,,,,,,
"staying afterschool today  not that i have any 'friends' on here - but if i did , i`d tell `em to text me ! lol [ likin` us <3 ]",positive,,,,,,
"WIDE awake, scoffed 3/4`s of a pizza and feel like a sumo  such a weak day! Run tomorrow",neutral,,,,,,
 then ill post it,neutral,,,,,,
 it is my honor,positive,,,,,,
Man i am being boring today not tweeting  How are you guys?,negative,,,,,,
 yes its the twins  so i wontt be watching,neutral,,,,,,
Cut my thumb with the saw in small metals   again...,negative,,,,,,
is loving Mortal Combat right now!,positive,,,,,,
Had Sbarro for dinner and Krispy Kreme for dessert. Mmmmm! But so not very healthy.,negative,,,,,,
Now I`m depressed again..ugh!!! HELP!!!,negative,,,,,,
My spellingis awful on twiiter,negative,,,,,,
snowbear has finally come out...congrats che and warren,positive,,,,,,
Oh no she stopped!,neutral,,,,,,
Start of diet today  I think I have to face I will never get back down to 77kilos (unless I cut a leg off)ï¿½,negative,,,,,,
"mmm, pizza for dinner. yum. but i burnt my mouth though ..",positive,,,,,,
screw the fact you can`t post LONG updates on twitter,negative,,,,,,
**** awake at 2 am !  i hate sickness,negative,,,,,,
 beat? don`t understand,neutral,,,,,,
Inspired to blog about something inspirational. Haha.,positive,,,,,,
"Happy Mother`s Day to everyone`s mothers, mothers-to-be, grandmothers, great grandmothers...All the WOMEN! I salute you all",positive,,,,,,
Hail/Thunder storm here. The Power keeps on going on then off. It sucks.,negative,,,,,,
"At tweetup loc, but don`t recognize anyone  am outside in turquoise shirt. Please see me! #g4c09",neutral,,,,,,
 awwww yur a awesome mother keep up the good work,positive,,,,,,
Pissed that my bluetooth headset`s battery out lasted my cell`s battery... Gg moto q.,negative,,,,,,
  Please don`t get me watching BB too,neutral,,,,,,
ayy fml. nothing is perfect,negative,,,,,,
"The day started so wonderful, but now our kids our crying because our kitty is missing  We just got back from posting signs around.",neutral,,,,,,
 I love Dawn Chorus noisier the better miss Church Bells too...crazy I know...Was going for a cycle with a friend..not now,neutral,,,,,,
not sure where the real state market is moving  confused either hold or go ahead with the plans?,neutral,,,,,,
 i know how annoying that can be!  but theres a german saying`pleasant anticipation is the greatest pleasure`(own translation),neutral,,,,,,
" if I have 5000 friend requests tomorrow, I`m blaming you  nite",negative,,,,,,
"Namaste! Hooray for Monday! Undaunted by a 3am wakeup, I consider it is 9am in London and feel justified. Bright side to everything!",positive,,,,,,
Listening to Busted - 3AM. I miss them,negative,,,,,,
 Great idea,positive,,,,,,
i want to sleep XD !!!! but i have a song in my head that make me crazy and dont know if i write the song or not hahhaha,positive,,,,,,
would some one plese suggest me a great thriller movie,positive,,,,,,
 My Denny`s shut down in the winter.  I have to do 50 miles to get to one now.,neutral,,,,,,
 Yes I think so unless it changed.  I sent u a happy mothers day text but u never responded back,negative,,,,,,
One of my kits has just brought in a mouse & is eating it in the lobby. I`m sure I feed them enough!,neutral,,,,,,
_Fenton i didnt even finish cleaning my room cuz i went to a party ahhhh  ITS STILL MESSY,negative,,,,,,
 I DIDDDD. I MET THEM AGAIN,neutral,,,,,,
 it is so unfair that all the good rock shows happen only in B`lore and Pune,positive,,,,,,
 knackered! been awake since 5 as couldn`t sleep! just started work now. coffee and toast sounds awesome  chris has been busy!,positive,,,,,,
"I don`t care about netsexor cams or the route to heaven, however, #lobster sounds super good.  I`m almost tempted to go get some.",positive,,,,,,
Nevermind! Beyonce doesn`t have a Twitter  Haha,positive,,,,,,
_Claire LOL  I will buy u some big star wars pants 4 Xmas !!!,neutral,,,,,,
 Don`t ever turn off the part of your brain that talks ****! That`s where fun comes from,positive,,,,,,
" no he sabido nada de ti, this is making me a bit sad I must say!",negative,,,,,,
I missed the math trade,negative,,,,,,
Down in Wellington for the Monet Exhibition. Casually just bumped into Wayne Brady in our hotel lobby!!  Mega exciting!!!,positive,,,,,,
In bed with 2 girls,neutral,,,,,,
 Me too,neutral,,,,,,
_queen like it,positive,,,,,,
 I think YOUR blog should`ve been on the list,neutral,,,,,,
I am going to die tomorrow night.   should be here.,negative,,,,,,
_08 hell yeah! i missed u last nite  lol do u like my opinion?,neutral,,,,,,
 Nooooo!  Working this weekend,negative,,,,,,
 Pair it up with Fringe on Tuesday? That smells like a win imo as well.,neutral,,,,,,
Last scheduled corn dog oc shift,neutral,,,,,,
Finally finished exams & home not watch Otalia & the PBP on BPD - no Otalia today  hmm! via http://twib.es/COP,neutral,,,,,,
"getting ready for the day, out then work till close",neutral,,,,,,
Justin Timberlake and Andy Samberg do it again.. Mother Lover skit on SNL was great,positive,,,,,,
"i want you to text me first everyday, not me",neutral,,,,,,
 yeahh  those two times we`ve stood next to each other were special times...,neutral,,,,,,
"thought id tanned after an hour in the sun, i was wrong....i`ve just burnt",negative,,,,,,
 that songs on tays vid  katy perry.,neutral,,,,,,
 I work for Disney...not all it`s cracked up ta be.,negative,,,,,,
WTF rehearsal  off  got to space and room was booked and the  brothers have stuff right after so we cant transfer to another room studio,negative,,,,,,
 broken  I can`t c it,negative,,,,,,
"  http://bit.ly/SjNAx If he is saying something I don`t fully understand, please let me know.",neutral,,,,,,
not sure why I can`t get tweetdeck to work on my computer. want to know what all of the hype is about,neutral,,,,,,
 mega burguer was my lunch yesterday,neutral,,,,,,
Whoooooo I`m gettin` extra hours today    afterwards I`m gonna see if I can get some marigolds for my mum ^^,neutral,,,,,,
bored. cold. tired. lethargic feeling. Man! great holiday monday!,neutral,,,,,,
 you might also want to include 'never wear a moonwolf' to that,neutral,,,,,,
 when i go to the ticketmaster site it says 'no lisa williams events to be found',neutral,,,,,,
hey guys y did the sun make my day gloomy?,negative,,,,,,
texting my friends and being bored...   gosh i hate rain!!,negative,,,,,,
My replacement iron ring arrived.  It`s shiny.  And a bit more jagged than the original,neutral,,,,,,
Shopping!,neutral,,,,,,
 yup its working. they couldn`t recover anything on it though,negative,,,,,,
rearry rip. Youd never guess what i ate..,negative,,,,,,
  Well I was following you because I think your interesting ... and I was right,positive,,,,,,
I`d love too see you were it ,positive,,,,,,
_andersen thank you Eric!  glad u appreciate that!,positive,,,,,,
18 hours to work....*cry* i can`t survive!  // Weeelcome to my wonderland *sing along*,negative,,,,,,
anyone have tickets to the mtv movie awards? some guy scammed me,negative,,,,,,
"Beyonce helps me through the day, I`m starting to get sick",neutral,,,,,,
"fine, ill get myself some miso soup down the street",neutral,,,,,,
nothing to do this evening.. MISSING LIFESTORY,negative,,,,,,
awesome i just ruined all my white clothes i never remember to separate,neutral,,,,,,
"It`s weird waking up in my own bed. Slightly comforting, but i miss the group. But i`m loving using my own pillow again!",neutral,,,,,,
" if I skipped, that could get messy   ROFL",neutral,,,,,,
being a computer geek is entertaining.... i think.,positive,,,,,,
  I miss you,negative,,,,,,
 that`s a good sentence,positive,,,,,,
 D: But it is making people unhappy and I dun like unhappiness,negative,,,,,,
Oh god! I had to look at 'How to use Twitter'.. how hopeless is that?!,negative,,,,,,
studying for this **** econ test,negative,,,,,,
 no problem! i think it`s a great thing to reflect on.,positive,,,,,,
 yeah...I hope it turns out... 20 more minutes!,neutral,,,,,,
 I will have to see the unveiling of your new LR arrangement!  Is there an official event planned,neutral,,,,,,
iamkiara__  im so sick  I fell over last night outside coz I was putting something in the bin,negative,,,,,,
 I hear you. I can`t think of a layout either.  lol I`ve been trying for i dont know how long.,neutral,,,,,,
